,loan_id,account_id,date_x,amount,duration,payments,status,district_id,frequency,date_y,amount_order,k_symbol_LEASING,k_symbol_Other,k_symbol_POJISTNE,k_symbol_SIPO,k_symbol_UVER,date_min,date_max,amount_sum,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,type_PRIJEM_sum,type_VYBER_sum,type_VYDAJ_sum,operation_Other_sum,operation_PREVOD NA UCET_sum,operation_PREVOD Z UCTU_sum,operation_VKLAD_sum,operation_VYBER_sum,operation_VYBER KARTOU_sum,k_symbol_Other_sum,k_symbol_POJISTNE_sum,k_symbol_SANKC. UROK_sum,k_symbol_SIPO_sum,k_symbol_SLUZBY_sum,k_symbol_UROK_sum,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,type_x,gender,birth_date,type_y,issued
649,7213,10884,1996-02-13,113544,36,3154.0,1,65,POPLATEK MESICNE,1995-02-20,8888.0,0.0,4408.0,0.0,1326.0,3154.0,1995-02-20,1996-02-10,458200.0,6453.521126760564,7711.059884272264,700.0,68048.0,33990.380281690144,12325.8132706078,235792.0,20765.0,201643.0,1504.0,40138.0,227088.0,7200.0,182270.0,0.0,447309.0,0.0,0.0,9282.0,105.0,1504.0,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,OWNER,M,1942-09-18,No Card,
651,7220,10911,1994-07-28,131292,36,3647.0,0,1,POPLATEK TYDNE,1993-05-29,10959.0,0.0,0.0,0.0,7312.0,3647.0,1993-05-29,1994-07-23,656993.0,7915.578313253012,8963.531313756577,1000.0,70288.0,36635.21686746988,12494.199697233358,344177.0,5226.0,307590.0,1806.0,73120.0,339171.0,3200.0,239696.0,0.0,581797.0,0.0,0.0,73120.0,270.0,1806.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1954-03-20,No Card,
652,7221,10915,1998-06-11,152460,60,2541.0,1,25,POPLATEK TYDNE,1997-02-15,13697.8,0.0,4910.0,3651.0,2596.0,2540.8,1997-02-15,1998-06-08,535144.0,4535.118644067797,5330.690156195427,600.0,52438.0,20874.14406779661,9790.869163617044,272393.0,5994.0,256757.0,1372.0,122727.0,243921.0,27100.0,140024.0,0.0,464725.0,40161.0,0.0,28556.0,330.0,1372.0,88757,60,33,3,2,10,61.7,8554,2.4,2.68,113,1822.0,2218,OWNER,F,1951-11-17,No Card,
653,7226,10940,1994-02-23,197748,36,5493.0,0,50,POPLATEK MESICNE,1993-09-13,13010.0,0.0,0.0,0.0,7517.0,5493.0,1993-09-13,1994-02-16,228694.0,14293.375,12674.363467909016,300.0,74414.0,44735.5,19635.423146276564,135994.0,0.0,92700.0,602.0,0.0,0.0,135392.0,92700.0,0.0,228092.0,0.0,0.0,0.0,0.0,602.0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,F,1970-05-05,No Card,
654,7227,10942,1995-10-02,314520,60,5242.0,1,44,POPLATEK TYDNE,1994-06-05,15714.0,0.0,0.0,0.0,10472.0,5242.0,1994-06-05,1995-09-30,1971888.0,15168.36923076923,15591.930298098165,500.0,128119.0,63527.42307692308,28698.315074075967,1011188.0,29946.0,930754.0,3854.0,125664.0,0.0,1007334.0,835036.0,0.0,1841980.0,0.0,0.0,125664.0,390.0,3854.0,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,OWNER,F,1955-11-18,No Card,
656,7233,10963,1996-12-25,115812,36,3217.0,1,16,POPLATEK MESICNE,1995-05-20,3216.7,0.0,0.0,0.0,0.0,3216.7,1995-05-20,1996-12-18,1646737.0,13280.137096774193,14709.86224136424,1100.0,119527.0,56646.6129032258,21971.12970281782,844304.0,98378.0,704055.0,3915.0,0.0,0.0,840389.0,802433.0,0.0,1642567.0,0.0,0.0,0.0,255.0,3915.0,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913,OWNER,M,1953-06-01,No Card,
657,7235,10973,1993-10-13,154416,48,3217.0,0,18,POPLATEK TYDNE,1993-04-20,3216.7,0.0,0.0,0.0,0.0,3216.7,1993-04-20,1993-10-08,311685.0,9740.15625,10535.156603117855,8897.0,81724.0,46716.15625,20287.004574054332,182544.0,27121.0,102020.0,922.0,0.0,0.0,181622.0,129141.0,0.0,310643.0,0.0,0.0,0.0,120.0,922.0,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910,OWNER,F,1969-05-25,No Card,
658,7240,11013,1993-09-06,274740,60,4579.0,0,1,POPLATEK TYDNE,1993-02-14,14834.0,0.0,9499.0,0.0,756.0,4579.0,1993-02-14,1993-08-31,511541.0,18945.962962962964,19355.22425496832,600.0,122893.0,57188.18518518518,25256.658706227336,276327.0,0.0,235214.0,1141.0,19754.0,274586.0,600.0,215460.0,0.0,509584.0,0.0,0.0,756.0,60.0,1141.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1978-09-07,junior,1995-05-02
659,7241,11021,1995-03-04,168984,24,7041.0,1,1,POPLATEK MESICNE,1993-08-10,7040.7,0.0,0.0,0.0,0.0,7040.7,1993-08-10,1995-03-03,1817194.0,11357.4625,14217.779916695546,-518.0,120806.0,56053.89375,28355.356581923123,920747.0,69871.0,826576.0,7446.0,0.0,0.0,913301.0,896447.0,0.0,1809472.0,0.0,6.0,0.0,270.0,7446.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1976-03-18,No Card,
661,7243,11042,1995-12-04,217152,36,6032.0,0,72,POPLATEK MESICNE,1995-01-29,14467.8,0.0,0.0,0.0,8436.0,6031.8,1995-01-29,1995-11-30,722008.0,12666.807017543859,14230.08495788136,400.0,109774.0,49107.05263157895,18394.50656681136,382142.0,24960.0,314906.0,1737.0,50616.0,380005.0,400.0,289250.0,0.0,669565.0,0.0,0.0,50616.0,90.0,1737.0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,OWNER,M,1974-07-07,classic,1995-11-22
662,7246,11054,1996-08-20,148920,60,2482.0,1,59,POPLATEK TYDNE,1996-02-01,13988.0,0.0,0.0,0.0,11506.0,2482.0,1996-02-01,1996-08-18,242794.0,7832.064516129032,7198.98925283026,400.0,63290.0,32435.451612903227,15220.646405105379,129036.0,22780.0,90978.0,846.0,34518.0,111690.0,16500.0,79240.0,0.0,207370.0,0.0,0.0,34518.0,60.0,846.0,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,OWNER,M,1977-08-03,No Card,
664,7250,11069,1997-03-04,119136,48,2482.0,1,37,POPLATEK MESICNE,1995-06-02,2482.0,0.0,0.0,0.0,0.0,2482.0,1995-06-02,1997-02-28,799938.0,6722.16806722689,10452.678709728056,1100.0,97010.0,42572.43697478992,16541.3541212129,422820.0,48333.0,328785.0,3515.0,0.0,0.0,419305.0,377118.0,0.0,796138.0,0.0,0.0,0.0,285.0,3515.0,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166,OWNER,F,1963-05-15,No Card,
666,7255,11096,1997-06-09,213300,60,3555.0,1,28,POPLATEK MESICNE,1996-12-10,10216.0,0.0,0.0,0.0,6661.0,3555.0,1996-12-10,1997-06-08,280669.0,12757.681818181818,11907.717231100349,800.0,64469.0,37525.181818181816,14909.169829772112,159193.0,0.0,121476.0,700.0,6661.0,0.0,158493.0,114815.0,0.0,273293.0,0.0,0.0,6661.0,15.0,700.0,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,OWNER,F,1955-06-09,No Card,
667,7259,11111,1994-01-31,108144,36,3004.0,0,1,POPLATEK MESICNE,1993-05-20,7740.5,0.0,0.0,0.0,4736.0,3004.5,1993-05-20,1994-01-18,751932.0,13671.49090909091,16921.063243531196,900.0,123863.0,54652.90909090909,25585.459706256435,386926.0,0.0,365006.0,1605.0,28416.0,0.0,385321.0,336590.0,0.0,721821.0,0.0,0.0,28416.0,90.0,1605.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1963-05-12,No Card,
668,7262,11135,1994-03-01,182628,36,5073.0,0,75,POPLATEK MESICNE,1993-10-10,8337.0,0.0,0.0,0.0,3264.0,5073.0,1993-10-10,1994-02-28,107661.0,8281.615384615385,7798.4072256076915,500.0,52246.0,33229.0,14579.3907737372,76661.0,0.0,31000.0,550.0,0.0,0.0,76111.0,31000.0,0.0,107111.0,0.0,0.0,0.0,0.0,550.0,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505,OWNER,M,1959-05-23,No Card,
671,7271,11186,1996-10-02,392460,60,6541.0,1,12,POPLATEK MESICNE,1994-11-24,16351.2,0.0,0.0,0.0,9810.0,6541.2,1994-11-24,1996-09-30,1842210.0,12882.587412587412,15051.044673549824,900.0,115913.0,57131.79020979021,20293.360128221906,947725.0,118635.0,775850.0,4699.0,176580.0,941926.0,1100.0,717905.0,0.0,1660661.0,0.0,0.0,176580.0,270.0,4699.0,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868,OWNER,F,1980-11-13,junior,1998-02-02
673,7279,11244,1997-12-11,155760,24,6490.0,1,33,POPLATEK MESICNE,1997-01-12,18644.5,0.0,0.0,0.0,12154.0,6490.5,1997-01-12,1997-12-08,1123326.0,13534.048192771084,12058.757252945017,200.0,108539.0,51964.072289156626,24707.24654378141,589386.0,96942.0,436998.0,1722.0,85078.0,0.0,587664.0,448862.0,0.0,1036406.0,0.0,0.0,85078.0,120.0,1722.0,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859,OWNER,F,1948-07-31,No Card,
676,7292,11317,1998-11-22,317460,60,5291.0,1,50,POPLATEK MESICNE,1997-07-11,11923.8,0.0,2784.0,0.0,3849.0,5290.8,1997-07-11,1998-11-21,2081408.0,14354.537931034483,16760.124245437728,700.0,135890.0,64978.16551724138,26748.85835933881,1078955.0,49781.0,952672.0,3769.0,92862.0,0.0,1075186.0,909591.0,0.0,2023543.0,0.0,0.0,53886.0,210.0,3769.0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,M,1975-11-20,No Card,
678,7295,11328,1998-07-18,280440,60,4674.0,1,54,POPLATEK MESICNE,1996-11-05,4674.0,0.0,0.0,0.0,0.0,4674.0,1996-11-05,1998-07-09,862708.0,8138.754716981132,10870.436793091463,1000.0,102466.0,38619.08490566038,17484.95783843273,447003.0,49980.0,365725.0,3411.0,0.0,0.0,443592.0,415705.0,0.0,859072.0,0.0,0.0,0.0,225.0,3411.0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,F,1952-09-09,No Card,
679,7304,11349,1995-10-29,419880,60,6998.0,1,1,POPLATEK TYDNE,1995-05-26,17884.0,0.0,0.0,0.0,10886.0,6998.0,1995-05-26,1995-10-23,439677.0,24426.5,22748.98935376354,200.0,104040.0,59352.666666666664,27879.420103261073,232191.0,0.0,207486.0,757.0,10886.0,230934.0,500.0,196600.0,0.0,428034.0,0.0,0.0,10886.0,0.0,757.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1945-10-30,No Card,
681,7308,11362,1996-12-27,129408,24,5392.0,0,67,POPLATEK MESICNE,1995-10-14,10687.0,0.0,185.0,330.0,4780.0,5392.0,1995-10-14,1996-12-10,486888.0,4550.355140186916,6256.745697384719,1000.0,56056.0,30870.018691588786,11709.227121088401,255543.0,0.0,231345.0,1456.0,52950.0,0.0,254087.0,178395.0,0.0,434197.0,3300.0,0.0,47800.0,135.0,1456.0,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079,OWNER,F,1962-10-19,No Card,
